event_id,client_context_id,arm_id,channel,logging_policy,intermediate_reward
43,43,cdb_24m,call,random_uniform_v0,1
44,44,cdb_12m,email,random_uniform_v0,1
45,45,cdb_24m,call,random_uniform_v0,1
46,46,poupanca_programada,sms,random_uniform_v0,0
47,47,cdb_24m,call,random_uniform_v0,0
48,48,poupanca_programada,sms,random_uniform_v0,0
49,49,poupanca_programada,sms,random_uniform_v0,1
50,50,cdb_12m,email,random_uniform_v0,0
51,51,cdb_12m,email,random_uniform_v0,1
52,52,reserva_emergencia,push,random_uniform_v0,1
53,53,poupanca_programada,sms,random_uniform_v0,1
54,54,reserva_emergencia,push,random_uniform_v0,1
55,55,fundo_liquidez_diaria,email,random_uniform_v0,0
56,56,cdb_24m,call,random_uniform_v0,0
57,57,cdb_12m,email,random_uniform_v0,0
58,58,cdb_24m,call,random_uniform_v0,1
59,59,taxa_promocional,sms,random_uniform_v0,0
60,60,cdb_12m,email,random_uniform_v0,0
61,61,cdb_24m,call,random_uniform_v0,0
62,62,fundo_liquidez_diaria,email,random_uniform_v0,0
63,63,reserva_emergencia,push,random_uniform_v0,1
64,64,reserva_emergencia,push,random_uniform_v0,1
65,65,reserva_emergencia,push,random_uniform_v0,1
66,66,reserva_emergencia,push,random_uniform_v0,0
67,67,cdb_24m,call,random_uniform_v0,1
68,68,taxa_promocional,sms,random_uniform_v0,0
69,69,taxa_promocional,sms,random_uniform_v0,1
70,70,cdb_12m,email,random_uniform_v0,1
71,71,poupanca_programada,sms,random_uniform_v0,1
72,72,cdb_12m,email,random_uniform_v0,0
73,73,cdb_12m,email,random_uniform_v0,0
74,74,reserva_emergencia,push,random_uniform_v0,0
75,75,fundo_liquidez_diaria,email,random_uniform_v0,0
76,76,taxa_promocional,sms,random_uniform_v0,0
77,77,fundo_liquidez_diaria,email,random_uniform_v0,0
78,78,reserva_emergencia,push,random_uniform_v0,0
79,79,reserva_emergencia,push,random_uniform_v0,0
80,80,taxa_promocional,sms,random_uniform_v0,1
81,81,cdb_24m,call,random_uniform_v0,1
82,82,cdb_24m,call,random_uniform_v0,0
83,83,cdb_12m,email,random_uniform_v0,1
84,84,cdb_24m,call,random_uniform_v0,1
85,85,reserva_emergencia,push,random_uniform_v0,1
86,86,cdb_12m,email,random_uniform_v0,0
87,87,cdb_12m,email,random_uniform_v0,1
88,88,fundo_liquidez_diaria,email,random_uniform_v0,1
89,89,poupanca_programada,sms,random_uniform_v0,0
90,90,taxa_promocional,sms,random_uniform_v0,1
91,91,cdb_24m,call,random_uniform_v0,0
92,92,cdb_12m,email,random_uniform_v0,0
93,93,fundo_liquidez_diaria,email,random_uniform_v0,1
94,94,cdb_24m,call,random_uniform_v0,1
95,95,poupanca_programada,sms,random_uniform_v0,1
96,96,cdb_24m,call,random_uniform_v0,1
97,97,reserva_emergencia,push,random_uniform_v0,0
98,98,reserva_emergencia,push,random_uniform_v0,1
99,99,cdb_12m,email,random_uniform_v0,1
100,100,cdb_24m,call,random_uniform_v0,1
101,101,taxa_promocional,sms,random_uniform_v0,0
102,102,taxa_promocional,sms,random_uniform_v0,1
103,103,fundo_liquidez_diaria,email,random_uniform_v0,1
104,104,cdb_12m,email,random_uniform_v0,0
105,105,cdb_12m,email,random_uniform_v0,0
106,106,cdb_12m,email,random_uniform_v0,0
107,107,cdb_24m,call,random_uniform_v0,0
108,108,cdb_24m,call,random_uniform_v0,1
109,109,cdb_12m,email,random_uniform_v0,1
110,110,reserva_emergencia,push,random_uniform_v0,0
111,111,taxa_promocional,sms,random_uniform_v0,0
112,112,taxa_promocional,sms,random_uniform_v0,1
113,113,fundo_liquidez_diaria,email,random_uniform_v0,0
114,114,taxa_promocional,sms,random_uniform_v0,1
115,115,poupanca_programada,sms,random_uniform_v0,0
116,116,cdb_12m,email,random_uniform_v0,1
117,117,poupanca_programada,sms,random_uniform_v0,0
118,118,fundo_liquidez_diaria,email,random_uniform_v0,0
119,119,poupanca_programada,sms,random_uniform_v0,1
120,120,taxa_promocional,sms,random_uniform_v0,1
121,121,taxa_promocional,sms,random_uniform_v0,0
122,122,cdb_24m,call,random_uniform_v0,1
123,123,taxa_promocional,sms,random_uniform_v0,1
124,124,taxa_promocional,sms,random_uniform_v0,0
125,125,cdb_24m,call,random_uniform_v0,1
126,126,reserva_emergencia,push,random_uniform_v0,1
127,127,reserva_emergencia,push,random_uniform_v0,0
128,128,reserva_emergencia,push,random_uniform_v0,1
129,129,taxa_promocional,sms,random_uniform_v0,1
130,130,taxa_promocional,sms,random_uniform_v0,1
131,131,reserva_emergencia,push,random_uniform_v0,0
132,132,poupanca_programada,sms,random_uniform_v0,1
133,133,poupanca_programada,sms,random_uniform_v0,1
134,134,fundo_liquidez_diaria,email,random_uniform_v0,1
135,135,cdb_12m,email,random_uniform_v0,0
136,136,taxa_promocional,sms,random_uniform_v0,0
137,137,taxa_promocional,sms,random_uniform_v0,0
138,138,fundo_liquidez_diaria,email,random_uniform_v0,1
139,139,cdb_24m,call,random_uniform_v0,1
140,140,cdb_24m,call,random_uniform_v0,1
141,141,poupanca_programada,sms,random_uniform_v0,1
142,142,fundo_liquidez_diaria,email,random_uniform_v0,1
143,143,fundo_liquidez_diaria,email,random_uniform_v0,0
144,144,reserva_emergencia,push,random_uniform_v0,1
145,145,fundo_liquidez_diaria,email,random_uniform_v0,1
146,146,cdb_24m,call,random_uniform_v0,0
147,147,reserva_emergencia,push,random_uniform_v0,0
148,148,taxa_promocional,sms,random_uniform_v0,1
149,149,cdb_12m,email,random_uniform_v0,1
150,150,reserva_emergencia,push,random_uniform_v0,0
151,151,taxa_promocional,sms,random_uniform_v0,1
152,152,reserva_emergencia,push,random_uniform_v0,0
153,153,cdb_24m,call,random_uniform_v0,0
154,154,taxa_promocional,sms,random_uniform_v0,0
155,155,reserva_emergencia,push,random_uniform_v0,0
156,156,cdb_24m,call,random_uniform_v0,1
157,157,cdb_24m,call,random_uniform_v0,1
158,158,cdb_24m,call,random_uniform_v0,0
159,159,cdb_12m,email,random_uniform_v0,1
160,160,poupanca_programada,sms,random_uniform_v0,1
161,161,cdb_24m,call,random_uniform_v0,1
162,162,cdb_12m,email,random_uniform_v0,0
163,163,reserva_emergencia,push,random_uniform_v0,1
164,164,poupanca_programada,sms,random_uniform_v0,1
165,165,fundo_liquidez_diaria,email,random_uniform_v0,1
166,166,cdb_12m,email,random_uniform_v0,1
167,167,fundo_liquidez_diaria,email,random_uniform_v0,0
168,168,cdb_24m,call,random_uniform_v0,0
169,169,poupanca_programada,sms,random_uniform_v0,1
170,170,reserva_emergencia,push,random_uniform_v0,1
171,171,poupanca_programada,sms,random_uniform_v0,0
172,172,cdb_12m,email,random_uniform_v0,0
173,173,cdb_24m,call,random_uniform_v0,1
174,174,reserva_emergencia,push,random_uniform_v0,0
175,175,poupanca_programada,sms,random_uniform_v0,0
176,176,cdb_24m,call,random_uniform_v0,1
177,177,taxa_promocional,sms,random_uniform_v0,0
178,178,cdb_12m,email,random_uniform_v0,0
179,179,fundo_liquidez_diaria,email,random_uniform_v0,0
180,180,cdb_12m,email,random_uniform_v0,0
181,181,poupanca_programada,sms,random_uniform_v0,1
182,182,poupanca_programada,sms,random_uniform_v0,0
183,183,poupanca_programada,sms,random_uniform_v0,1
184,184,cdb_12m,email,random_uniform_v0,0
185,185,cdb_12m,email,random_uniform_v0,0
186,186,cdb_24m,call,random_uniform_v0,1
187,187,taxa_promocional,sms,random_uniform_v0,0
188,188,taxa_promocional,sms,random_uniform_v0,1
189,189,taxa_promocional,sms,random_uniform_v0,1
190,190,poupanca_programada,sms,random_uniform_v0,0
191,191,taxa_promocional,sms,random_uniform_v0,1
192,192,taxa_promocional,sms,random_uniform_v0,0
193,193,reserva_emergencia,push,random_uniform_v0,0
194,194,cdb_24m,call,random_uniform_v0,1
195,195,cdb_12m,email,random_uniform_v0,1
196,196,reserva_emergencia,push,random_uniform_v0,1
197,197,fundo_liquidez_diaria,email,random_uniform_v0,0
198,198,taxa_promocional,sms,random_uniform_v0,1
199,199,cdb_12m,email,random_uniform_v0,1
200,200,cdb_12m,email,random_uniform_v0,0
201,201,fundo_liquidez_diaria,email,random_uniform_v0,1
202,202,reserva_emergencia,push,random_uniform_v0,1
203,203,reserva_emergencia,push,random_uniform_v0,1
204,204,fundo_liquidez_diaria,email,random_uniform_v0,0
205,205,taxa_promocional,sms,random_uniform_v0,0
206,206,cdb_12m,email,random_uniform_v0,0
207,207,poupanca_programada,sms,random_uniform_v0,0
208,208,cdb_12m,email,random_uniform_v0,0
209,209,poupanca_programada,sms,random_uniform_v0,1
210,210,poupanca_programada,sms,random_uniform_v0,1
211,211,poupanca_programada,sms,random_uniform_v0,0
212,212,cdb_24m,call,random_uniform_v0,1
213,213,reserva_emergencia,push,random_uniform_v0,1
214,214,taxa_promocional,sms,random_uniform_v0,1
215,215,taxa_promocional,sms,random_uniform_v0,0
216,216,poupanca_programada,sms,random_uniform_v0,1
217,217,cdb_12m,email,random_uniform_v0,0
218,218,reserva_emergencia,push,random_uniform_v0,1
219,219,fundo_liquidez_diaria,email,random_uniform_v0,0
220,220,fundo_liquidez_diaria,email,random_uniform_v0,1
221,221,fundo_liquidez_diaria,email,random_uniform_v0,1
222,222,fundo_liquidez_diaria,email,random_uniform_v0,1
223,223,cdb_24m,call,random_uniform_v0,1
224,224,taxa_promocional,sms,random_uniform_v0,0
225,225,reserva_emergencia,push,random_uniform_v0,1
226,226,reserva_emergencia,push,random_uniform_v0,1
227,227,cdb_24m,call,random_uniform_v0,1
228,228,cdb_24m,call,random_uniform_v0,1
229,229,fundo_liquidez_diaria,email,random_uniform_v0,0
230,230,poupanca_programada,sms,random_uniform_v0,0
231,231,taxa_promocional,sms,random_uniform_v0,1
232,232,poupanca_programada,sms,random_uniform_v0,1
233,233,taxa_promocional,sms,random_uniform_v0,1
234,234,cdb_24m,call,random_uniform_v0,1
235,235,reserva_emergencia,push,random_uniform_v0,0
236,236,fundo_liquidez_diaria,email,random_uniform_v0,1
237,237,reserva_emergencia,push,random_uniform_v0,0
238,238,reserva_emergencia,push,random_uniform_v0,0
239,239,fundo_liquidez_diaria,email,random_uniform_v0,0
240,240,taxa_promocional,sms,random_uniform_v0,1
241,241,cdb_12m,email,random_uniform_v0,0
242,242,poupanca_programada,sms,random_uniform_v0,0
243,243,taxa_promocional,sms,random_uniform_v0,1
244,244,reserva_emergencia,push,random_uniform_v0,0
245,245,fundo_liquidez_diaria,email,random_uniform_v0,0
246,246,cdb_24m,call,random_uniform_v0,1
247,247,reserva_emergencia,push,random_uniform_v0,0
248,248,cdb_12m,email,random_uniform_v0,1
249,249,poupanca_programada,sms,random_uniform_v0,1
250,250,taxa_promocional,sms,random_uniform_v0,0
251,251,reserva_emergencia,push,random_uniform_v0,0
252,252,cdb_12m,email,random_uniform_v0,1
253,253,fundo_liquidez_diaria,email,random_uniform_v0,1
254,254,cdb_24m,call,random_uniform_v0,1
255,255,taxa_promocional,sms,random_uniform_v0,0
256,256,fundo_liquidez_diaria,email,random_uniform_v0,0
257,257,cdb_24m,call,random_uniform_v0,1
258,258,fundo_liquidez_diaria,email,random_uniform_v0,1
259,259,cdb_24m,call,random_uniform_v0,0
260,260,cdb_12m,email,random_uniform_v0,0
261,261,reserva_emergencia,push,random_uniform_v0,0
262,262,reserva_emergencia,push,random_uniform_v0,0
263,263,taxa_promocional,sms,random_uniform_v0,1
264,264,poupanca_programada,sms,random_uniform_v0,1
265,265,poupanca_programada,sms,random_uniform_v0,0
266,266,poupanca_programada,sms,random_uniform_v0,1
267,267,cdb_24m,call,random_uniform_v0,1
268,268,fundo_liquidez_diaria,email,random_uniform_v0,1
269,269,taxa_promocional,sms,random_uniform_v0,1
270,270,reserva_emergencia,push,random_uniform_v0,1
271,271,cdb_12m,email,random_uniform_v0,0
272,272,cdb_24m,call,random_uniform_v0,1
273,273,cdb_24m,call,random_uniform_v0,1
274,274,poupanca_programada,sms,random_uniform_v0,1
275,275,poupanca_programada,sms,random_uniform_v0,1
276,276,cdb_24m,call,random_uniform_v0,1
277,277,cdb_24m,call,random_uniform_v0,1
278,278,fundo_liquidez_diaria,email,random_uniform_v0,1
279,279,fundo_liquidez_diaria,email,random_uniform_v0,0
280,280,cdb_24m,call,random_uniform_v0,1
281,281,poupanca_programada,sms,random_uniform_v0,1
282,282,cdb_12m,email,random_uniform_v0,0
283,283,cdb_24m,call,random_uniform_v0,1
284,284,taxa_promocional,sms,random_uniform_v0,0
285,285,poupanca_programada,sms,random_uniform_v0,0
286,286,poupanca_programada,sms,random_uniform_v0,0
287,287,fundo_liquidez_diaria,email,random_uniform_v0,0
288,288,reserva_emergencia,push,random_uniform_v0,0
289,289,taxa_promocional,sms,random_uniform_v0,0
290,290,cdb_12m,email,random_uniform_v0,0
291,291,cdb_24m,call,random_uniform_v0,0
292,292,cdb_12m,email,random_uniform_v0,0
293,293,cdb_24m,call,random_uniform_v0,1
294,294,cdb_24m,call,random_uniform_v0,1
295,295,cdb_12m,email,random_uniform_v0,1
296,296,fundo_liquidez_diaria,email,random_uniform_v0,0
297,297,cdb_12m,email,random_uniform_v0,1
298,298,cdb_24m,call,random_uniform_v0,1
299,299,cdb_12m,email,random_uniform_v0,0
300,300,taxa_promocional,sms,random_uniform_v0,0
301,301,fundo_liquidez_diaria,email,random_uniform_v0,0
302,302,cdb_24m,call,random_uniform_v0,1
303,303,cdb_12m,email,random_uniform_v0,1
304,304,fundo_liquidez_diaria,email,random_uniform_v0,0
305,305,fundo_liquidez_diaria,email,random_uniform_v0,0
306,306,cdb_24m,call,random_uniform_v0,0
307,307,cdb_12m,email,random_uniform_v0,0
308,308,cdb_12m,email,random_uniform_v0,0
309,309,poupanca_programada,sms,random_uniform_v0,0
310,310,cdb_12m,email,random_uniform_v0,0
311,311,taxa_promocional,sms,random_uniform_v0,0
312,312,cdb_12m,email,random_uniform_v0,0
313,313,cdb_24m,call,random_uniform_v0,1
314,314,reserva_emergencia,push,random_uniform_v0,0
315,315,fundo_liquidez_diaria,email,random_uniform_v0,0
316,316,cdb_12m,email,random_uniform_v0,1
317,317,fundo_liquidez_diaria,email,random_uniform_v0,0
318,318,poupanca_programada,sms,random_uniform_v0,0
319,319,poupanca_programada,sms,random_uniform_v0,0
320,320,poupanca_programada,sms,random_uniform_v0,1
321,321,reserva_emergencia,push,random_uniform_v0,1
322,322,cdb_12m,email,random_uniform_v0,1
323,323,fundo_liquidez_diaria,email,random_uniform_v0,1
324,324,poupanca_programada,sms,random_uniform_v0,1
325,325,taxa_promocional,sms,random_uniform_v0,0
326,326,fundo_liquidez_diaria,email,random_uniform_v0,0
327,327,taxa_promocional,sms,random_uniform_v0,0
328,328,cdb_12m,email,random_uniform_v0,0
329,329,fundo_liquidez_diaria,email,random_uniform_v0,0
330,330,cdb_12m,email,random_uniform_v0,1
331,331,reserva_emergencia,push,random_uniform_v0,0
332,332,cdb_24m,call,random_uniform_v0,1
333,333,fundo_liquidez_diaria,email,random_uniform_v0,1
334,334,fundo_liquidez_diaria,email,random_uniform_v0,0
335,335,fundo_liquidez_diaria,email,random_uniform_v0,0
336,336,cdb_12m,email,random_uniform_v0,1
337,337,cdb_24m,call,random_uniform_v0,1
338,338,reserva_emergencia,push,random_uniform_v0,0
339,339,poupanca_programada,sms,random_uniform_v0,1
340,340,fundo_liquidez_diaria,email,random_uniform_v0,0
341,341,cdb_24m,call,random_uniform_v0,1
342,342,reserva_emergencia,push,random_uniform_v0,0
343,343,taxa_promocional,sms,random_uniform_v0,0
344,344,taxa_promocional,sms,random_uniform_v0,1
345,345,poupanca_programada,sms,random_uniform_v0,1
346,346,fundo_liquidez_diaria,email,random_uniform_v0,0
347,347,fundo_liquidez_diaria,email,random_uniform_v0,0
348,348,fundo_liquidez_diaria,email,random_uniform_v0,0
349,349,cdb_12m,email,random_uniform_v0,1
350,350,poupanca_programada,sms,random_uniform_v0,1
351,351,taxa_promocional,sms,random_uniform_v0,0
352,352,taxa_promocional,sms,random_uniform_v0,0
353,353,cdb_12m,email,random_uniform_v0,0
354,354,poupanca_programada,sms,random_uniform_v0,0
355,355,poupanca_programada,sms,random_uniform_v0,1
356,356,reserva_emergencia,push,random_uniform_v0,1
357,357,cdb_24m,call,random_uniform_v0,1
358,358,reserva_emergencia,push,random_uniform_v0,1
359,359,cdb_24m,call,random_uniform_v0,1
360,360,cdb_24m,call,random_uniform_v0,1
361,361,reserva_emergencia,push,random_uniform_v0,1
362,362,fundo_liquidez_diaria,email,random_uniform_v0,0
363,363,poupanca_programada,sms,random_uniform_v0,0
364,364,reserva_emergencia,push,random_uniform_v0,0
365,365,poupanca_programada,sms,random_uniform_v0,1
366,366,cdb_12m,email,random_uniform_v0,0
367,367,cdb_12m,email,random_uniform_v0,0
368,368,cdb_24m,call,random_uniform_v0,0
369,369,taxa_promocional,sms,random_uniform_v0,1
370,370,reserva_emergencia,push,random_uniform_v0,0
371,371,fundo_liquidez_diaria,email,random_uniform_v0,0
372,372,cdb_24m,call,random_uniform_v0,0
373,373,reserva_emergencia,push,random_uniform_v0,1
374,374,cdb_12m,email,random_uniform_v0,0
375,375,reserva_emergencia,push,random_uniform_v0,1
376,376,fundo_liquidez_diaria,email,random_uniform_v0,0
377,377,poupanca_programada,sms,random_uniform_v0,1
378,378,fundo_liquidez_diaria,email,random_uniform_v0,0
379,379,taxa_promocional,sms,random_uniform_v0,1
380,380,fundo_liquidez_diaria,email,random_uniform_v0,1
381,381,fundo_liquidez_diaria,email,random_uniform_v0,0
382,382,cdb_24m,call,random_uniform_v0,0
383,383,fundo_liquidez_diaria,email,random_uniform_v0,0
384,384,fundo_liquidez_diaria,email,random_uniform_v0,1
385,385,fundo_liquidez_diaria,email,random_uniform_v0,1
386,386,cdb_12m,email,random_uniform_v0,0
387,387,cdb_12m,email,random_uniform_v0,0
388,388,poupanca_programada,sms,random_uniform_v0,1
389,389,taxa_promocional,sms,random_uniform_v0,0
390,390,poupanca_programada,sms,random_uniform_v0,0
391,391,taxa_promocional,sms,random_uniform_v0,1
392,392,fundo_liquidez_diaria,email,random_uniform_v0,0
393,393,cdb_12m,email,random_uniform_v0,0
394,394,fundo_liquidez_diaria,email,random_uniform_v0,1
395,395,fundo_liquidez_diaria,email,random_uniform_v0,0
396,396,reserva_emergencia,push,random_uniform_v0,0
397,397,reserva_emergencia,push,random_uniform_v0,0
398,398,poupanca_programada,sms,random_uniform_v0,1
399,399,cdb_12m,email,random_uniform_v0,1
400,400,fundo_liquidez_diaria,email,random_uniform_v0,0
401,401,poupanca_programada,sms,random_uniform_v0,1
402,402,taxa_promocional,sms,random_uniform_v0,1
403,403,poupanca_programada,sms,random_uniform_v0,1
404,404,reserva_emergencia,push,random_uniform_v0,0
405,405,cdb_12m,email,random_uniform_v0,0
406,406,cdb_12m,email,random_uniform_v0,0
407,407,cdb_12m,email,random_uniform_v0,0
408,408,taxa_promocional,sms,random_uniform_v0,1
409,409,cdb_12m,email,random_uniform_v0,0
410,410,poupanca_programada,sms,random_uniform_v0,1
411,411,fundo_liquidez_diaria,email,random_uniform_v0,1
412,412,cdb_24m,call,random_uniform_v0,0
413,413,taxa_promocional,sms,random_uniform_v0,1
414,414,cdb_24m,call,random_uniform_v0,1
415,415,poupanca_programada,sms,random_uniform_v0,0
416,416,cdb_24m,call,random_uniform_v0,1
417,417,cdb_24m,call,random_uniform_v0,1
418,418,fundo_liquidez_diaria,email,random_uniform_v0,0
419,419,taxa_promocional,sms,random_uniform_v0,1
420,420,poupanca_programada,sms,random_uniform_v0,1
421,421,cdb_12m,email,random_uniform_v0,1
422,422,taxa_promocional,sms,random_uniform_v0,0
423,423,cdb_24m,call,random_uniform_v0,1
424,424,poupanca_programada,sms,random_uniform_v0,0
425,425,poupanca_programada,sms,random_uniform_v0,1
426,426,reserva_emergencia,push,random_uniform_v0,0
427,427,cdb_24m,call,random_uniform_v0,0
428,428,reserva_emergencia,push,random_uniform_v0,1
429,429,taxa_promocional,sms,random_uniform_v0,0
430,430,cdb_12m,email,random_uniform_v0,0
431,431,fundo_liquidez_diaria,email,random_uniform_v0,0
432,432,poupanca_programada,sms,random_uniform_v0,1
433,433,poupanca_programada,sms,random_uniform_v0,0
434,434,poupanca_programada,sms,random_uniform_v0,1
435,435,poupanca_programada,sms,random_uniform_v0,1
436,436,cdb_12m,email,random_uniform_v0,1
437,437,cdb_24m,call,random_uniform_v0,1
438,438,fundo_liquidez_diaria,email,random_uniform_v0,0
439,439,fundo_liquidez_diaria,email,random_uniform_v0,1
440,440,reserva_emergencia,push,random_uniform_v0,1
441,441,taxa_promocional,sms,random_uniform_v0,0
442,442,reserva_emergencia,push,random_uniform_v0,0
443,443,cdb_12m,email,random_uniform_v0,0
444,444,cdb_24m,call,random_uniform_v0,0
445,445,cdb_12m,email,random_uniform_v0,0
446,446,taxa_promocional,sms,random_uniform_v0,1
447,447,cdb_12m,email,random_uniform_v0,1
448,448,taxa_promocional,sms,random_uniform_v0,1
449,449,cdb_24m,call,random_uniform_v0,0
450,450,poupanca_programada,sms,random_uniform_v0,1
451,451,cdb_24m,call,random_uniform_v0,1
452,452,cdb_24m,call,random_uniform_v0,0
453,453,poupanca_programada,sms,random_uniform_v0,1
454,454,reserva_emergencia,push,random_uniform_v0,0
455,455,cdb_12m,email,random_uniform_v0,0
456,456,fundo_liquidez_diaria,email,random_uniform_v0,0
457,457,cdb_24m,call,random_uniform_v0,1
458,458,cdb_24m,call,random_uniform_v0,0
459,459,cdb_12m,email,random_uniform_v0,0
460,460,taxa_promocional,sms,random_uniform_v0,0
461,461,poupanca_programada,sms,random_uniform_v0,1
462,462,reserva_emergencia,push,random_uniform_v0,1
463,463,fundo_liquidez_diaria,email,random_uniform_v0,0
464,464,poupanca_programada,sms,random_uniform_v0,0
465,465,poupanca_programada,sms,random_uniform_v0,1
466,466,fundo_liquidez_diaria,email,random_uniform_v0,1
467,467,poupanca_programada,sms,random_uniform_v0,0
468,468,reserva_emergencia,push,random_uniform_v0,0
469,469,reserva_emergencia,push,random_uniform_v0,1
470,470,taxa_promocional,sms,random_uniform_v0,1
471,471,cdb_24m,call,random_uniform_v0,1
472,472,reserva_emergencia,push,random_uniform_v0,1
473,473,fundo_liquidez_diaria,email,random_uniform_v0,1
474,474,reserva_emergencia,push,random_uniform_v0,1
475,475,cdb_12m,email,random_uniform_v0,0
476,476,cdb_24m,call,random_uniform_v0,1
477,477,reserva_emergencia,push,random_uniform_v0,1
478,478,cdb_24m,call,random_uniform_v0,1
479,479,taxa_promocional,sms,random_uniform_v0,1
480,480,cdb_24m,call,random_uniform_v0,1
481,481,cdb_12m,email,random_uniform_v0,0
482,482,cdb_12m,email,random_uniform_v0,0
483,483,taxa_promocional,sms,random_uniform_v0,0
484,484,reserva_emergencia,push,random_uniform_v0,0
485,485,fundo_liquidez_diaria,email,random_uniform_v0,1
486,486,cdb_24m,call,random_uniform_v0,0
487,487,cdb_24m,call,random_uniform_v0,1
488,488,poupanca_programada,sms,random_uniform_v0,1
489,489,cdb_12m,email,random_uniform_v0,0
490,490,poupanca_programada,sms,random_uniform_v0,1
491,491,cdb_12m,email,random_uniform_v0,0
492,492,taxa_promocional,sms,random_uniform_v0,1
493,493,taxa_promocional,sms,random_uniform_v0,0
494,494,reserva_emergencia,push,random_uniform_v0,1
495,495,cdb_12m,email,random_uniform_v0,1
496,496,cdb_24m,call,random_uniform_v0,1
497,497,reserva_emergencia,push,random_uniform_v0,0
498,498,cdb_12m,email,random_uniform_v0,1
499,499,cdb_12m,email,random_uniform_v0,0
500,500,fundo_liquidez_diaria,email,random_uniform_v0,0
501,501,fundo_liquidez_diaria,email,random_uniform_v0,1
502,502,poupanca_programada,sms,random_uniform_v0,1
503,503,cdb_24m,call,random_uniform_v0,0
504,504,cdb_24m,call,random_uniform_v0,1
505,505,poupanca_programada,sms,random_uniform_v0,1
506,506,cdb_24m,call,random_uniform_v0,0
507,507,reserva_emergencia,push,random_uniform_v0,1
508,508,fundo_liquidez_diaria,email,random_uniform_v0,0
509,509,cdb_12m,email,random_uniform_v0,1
510,510,cdb_24m,call,random_uniform_v0,1
511,511,poupanca_programada,sms,random_uniform_v0,0
512,512,cdb_12m,email,random_uniform_v0,0
513,513,cdb_12m,email,random_uniform_v0,1
514,514,cdb_24m,call,random_uniform_v0,1
515,515,cdb_24m,call,random_uniform_v0,1
516,516,reserva_emergencia,push,random_uniform_v0,1
517,517,poupanca_programada,sms,random_uniform_v0,0
518,518,cdb_24m,call,random_uniform_v0,1
519,519,fundo_liquidez_diaria,email,random_uniform_v0,1
520,520,cdb_12m,email,random_uniform_v0,0
521,521,fundo_liquidez_diaria,email,random_uniform_v0,0
522,522,reserva_emergencia,push,random_uniform_v0,0
523,523,cdb_24m,call,random_uniform_v0,1
524,524,cdb_24m,call,random_uniform_v0,1
525,525,fundo_liquidez_diaria,email,random_uniform_v0,1
526,526,reserva_emergencia,push,random_uniform_v0,0
527,527,reserva_emergencia,push,random_uniform_v0,0
528,528,cdb_12m,email,random_uniform_v0,1
529,529,taxa_promocional,sms,random_uniform_v0,1
530,530,fundo_liquidez_diaria,email,random_uniform_v0,1
531,531,cdb_24m,call,random_uniform_v0,1
532,532,fundo_liquidez_diaria,email,random_uniform_v0,0
533,533,cdb_12m,email,random_uniform_v0,1
534,534,cdb_24m,call,random_uniform_v0,0
535,535,poupanca_programada,sms,random_uniform_v0,1
536,536,fundo_liquidez_diaria,email,random_uniform_v0,0
